http://pbs.twimg.com/media/EJOJ6RzX0AYbS--.jpg,"['kissing-blushing', 'in-tears', 'flag-france']"
http://pbs.twimg.com/media/EJN8MnZXUAAWI7j.jpg,"['new-moon', 'smiling-three-hearts']"
http://pbs.twimg.com/media/EJNucXqWsAAxz8Q.jpg,"['worried', 'sunglasses']"
http://pbs.twimg.com/media/EJNgthRXUAcI4bP.jpg,"['monocle', 'extremely-angry']"
http://pbs.twimg.com/media/EJNS-tvWwAMmgzv.jpg,"['horrified-cat', 'vomiting', 'flag-white']"
http://pbs.twimg.com/media/EJNFPsAX0AA5Xoy.jpg,"['grinning-squinting-eyes', 'tears-of-joy']"
http://pbs.twimg.com/media/EJM3gxDWoAMsH61.jpg,"['money-lover', 'angry-cat']"
http://pbs.twimg.com/media/EJMpx4UX0AE6amG.jpg,"['kissing', 'heart-eyes-cat']"
http://pbs.twimg.com/media/EJMcC4eXsAEvw5f.jpg,"['cold', 'smirk']"
http://pbs.twimg.com/media/EJMOT9wXsAY6W_z.png,"['robot', 'in-tears']"
http://pbs.twimg.com/media/EJMAlCBXUAc-rt3.png,"['full-moon', 'unamused']"
http://pbs.twimg.com/media/EJLy2IXXUAEaOJs.jpg,"['raised-eyebrow', 'smirk']"
http://pbs.twimg.com/media/EJLlHN8XsAA4gaZ.jpg,"['sneezing', 'slightly-frowning']"
http://pbs.twimg.com/media/EJLXYTGWsAEf4dL.jpg,"['expressionless', 'raised-eyebrow', 'fist-bump']"
http://pbs.twimg.com/media/EJLJpZDWsAEEcr7.jpg,"['slight-smile', 'sleeping']"
http://pbs.twimg.com/media/EJK76hFW4AEP_Dm.jpg,"['lying', 'worried']"
http://pbs.twimg.com/media/EJKuLlhXkAIiMHG.jpg,"['alien', 'hot']"
http://pbs.twimg.com/media/EJKgc0aXYAADyEc.png,"['scowl', 'rolling-eyes']"
http://pbs.twimg.com/media/EJKStwAX0AAUutx.jpg,"['weary', 'in-tears']"
http://pbs.twimg.com/media/EJKE-1NWsAULhDc.jpg,"['tears-of-joy', 'squinting-tongue']"
http://pbs.twimg.com/media/EJJ3P3uXkAAGgST.jpg,"['smiling-three-hearts', 'zipper-mouth']"
http://pbs.twimg.com/media/EJJphANXYAMVFJG.jpg,"['kissing-blushing', 'sad-relieved']"
